hash,time,message
3d670d6,2011-11-16 22:58:47,Fixed bug in handling wildcards with multiple XML files
bdf9d9d,2011-11-16 23:07:07,Added missing initializations
1a21cf0,2011-11-16 23:33:34,Fix for initialization
1e2606e,2011-11-17 00:07:50,Fixed bug in parallel nonbonded force
085a43b,2011-11-17 00:45:17,Check if aewald has been set  if not  then call NonbondedForceImpl::calcPMEParameters() to set aewald and grid dimensions
3c45b7c,2011-11-17 01:07:17,Fix for force copy
018603a,2011-11-17 18:33:43,Added remark about this release not including AMOEBA parameters for nucleic acids
1c2c661,2011-11-17 23:14:15,Edit to remove Windows warnings
2588001,2011-11-18 00:18:49,Joy's edits
e0dfd82,2011-11-18 01:15:41,Mods for clean Windows compile
51ddfb2,2011-11-18 08:09:14,Joy's first pass edits of chapters 1-11
ec05f1c,2011-11-18 19:02:58,Energy minimizer is more robust when constraints are present
534fd40,2011-11-18 22:41:40,Added examples for app
45d017a,2011-11-18 22:43:15,Minor documentation updates
d5a7dd8,2011-11-18 23:52:50,Updated version number to 4.0 in two files
3676296,2011-11-23 17:35:43,Edits to remove some VC9 warnings
2b50848,2011-11-23 22:21:12,Added copyright Removed debugging code
da5196d,2011-11-24 00:07:30,Labute GB/VI parameters
2586776,2011-11-28 22:20:22,Switched to a more accurate approximation for erfc()
9a1b72f,2011-11-28 22:21:20,When creating a System  add a CMMotionRemover by default
8e3be82,2011-11-29 01:33:32,Workaround for bug on Lion that incorrectly reports the maximum workgroup size
b581278,2011-11-29 01:46:43,Removed very small system tests
9f7f9e6,2011-11-29 17:51:37,John's free energy plugin example
b39cd4e,2011-11-29 17:58:39,Final documentation for 4.0
e79f075,2011-11-29 18:44:29,Added John's edit to free energy plugin sectio
b79d9e8,2011-11-29 19:39:42,Fixed references for free energy plugin
b500932,2011-12-01 21:25:09,Workaround for Nvidia compiler bug where compute level 1.2 processors try to compile double precision code
fefc929,2011-12-08 12:13:04,Fix for case where r=S
c306d80,2011-12-08 12:17:54,Mod to diagnostic output
21804e9,2011-12-12 18:51:38,Fixed illegal memory access
dacebfd,2011-12-12 19:46:54,Really(?) fixed illegal memory access
77742df,2011-12-12 19:51:03,Modified threadsPerBlock for several kernels and added launch_bounds
8ae2a59,2011-12-12 19:51:49,Removed test Ewald/PME test for small systems
6bea0a8,2011-12-13 00:47:13,Workarounds for bug in AMD compiler on Mac
c178e2c,2011-12-13 01:23:04,Minor cleanup
d32d292,2011-12-13 01:36:35,Minor updates to installation instructions
e9c5ab1,2011-12-15 16:25:34,Memory leak fix
dfba24e,2011-12-15 20:10:37,Created CustomIntegrator  including reference implementation
50154b8,2011-12-16 22:58:22,Implemented velocity constraints for CustomIntegrator
4ca69ec,2011-12-17 01:09:19,Fixed Python API builder to handle CustomIntegrator
9509333,2012-01-03 18:59:25,Added methods to set variables by name
6c6161c,2012-01-03 19:48:58,Fixed bug in recognizing incomplete TER records in PDB files
3eff31f,2012-01-03 20:06:47,Python examples only simulate 10 000 time steps instead of 100 000
133b80e,2012-01-04 19:40:36,Python API generator no longer requires xpath library
d521388,2012-01-04 20:08:51,Minor API change to fix problem in wrapper generation
fbe20d2,2012-01-04 23:17:31,File was not updated w/ r3053
b5964c7,2012-01-05 00:05:32,Updated application guide
d0aba41,2012-01-05 08:05:44,Updated AMOEBA plug-in section and install instructions for 4.0
b66c542,2012-01-05 17:51:47,Edits based on Joy's comments
c7c1360,2012-01-06 00:38:22,Beginnings of OpenCL implementation of CustomIntegrator
9c39f46,2012-01-06 00:39:46,Minor fixes  added discussion of testInstallation.py script
7dfc3ae,2012-01-06 00:40:24,Created testInstallation.py script
591c5f9,2012-01-06 18:15:30,Fixed bug in testInstallation script
36f6f9e,2012-01-06 19:18:59,Replaced exit() with exceptions
dc8625a,2012-01-06 20:08:21,Continuing implementation of OpenCL CustomIntegrator
ce6af5f,2012-01-06 23:32:10,Minor improvements to test script
9e4cf57,2012-01-09 18:41:26,Continuing to implement OpenCL CustomIntegrator: added position constraints  and use double precision where possible
f820e17,2012-01-09 18:59:00,Fixed compilation error when using double precision for CustomIntegrator
0172608,2012-01-09 20:08:13,Fixed bug in Python wrapper generation
6c159d0,2012-01-09 22:00:22,Made it easier to stop a simulation by pressing control-c
8819c21,2012-01-11 00:41:40,Fixed bug in velocity constraints
08021b4,2012-01-11 00:42:16,Fixed incorrect comments
12c95e7,2012-01-11 00:43:25,Continuing to implement OpenCL CustomIntegrator: added velocity constraints (not yet fully debugged)
b791d97,2012-01-11 01:05:08,"Fixed bug creating Python wrappers when the source code is inside a directory called ""src"""
488b64f,2012-01-11 18:21:16,"Added warning about Windows ""Program Compatibility Assistant"""
25e868e,2012-01-11 18:27:00,The previous PDFs had markup showing
5f95295,2012-01-11 20:41:02,Fixed bugs in velocity constraints
b45e0d8,2012-01-11 21:55:11,Computing energy without forces caused the array of forces to be overwritten
0d5f265,2012-01-12 00:49:48,Optimizations to CustomIntegrator: sum energy on the device  merge kernels when possible
052aea3,2012-01-12 19:10:03,Implemented per-DOF uniform random numbers for OpenCL.  Also fixed some bugs in getting and setting per-DOF variables.
c35407a,2012-01-13 20:16:03,Tony Tye's optimizations to sorting.  Also a couple of other very minor fixes.
43e57ba,2012-01-13 23:40:33,Deleted a file that is no longer used.
69812ad,2012-01-13 23:52:56,Fixed bug in CustomIntegrator when atoms get reordered
b0bda3a,2012-01-14 00:14:41,Bug fix to previous bug fix
6074e2e,2012-01-18 19:58:28,Created API for virtual sites
cbd45dc,2012-01-18 21:28:44,Revised the virtual site API to fix some problems with it
fd01aa5,2012-01-19 23:31:53,Implemented virtual sites for reference platform
f728d2f,2012-01-20 18:56:51,Added missing units descriptions for virtual sites
d1793e5,2012-01-20 23:55:18,Eliminated nested classes  since SWIG didn't handle them well
d648613,2012-01-23 21:24:33,Changes to support Python 3
bfc1b52,2012-01-23 23:38:37,Define both __div__ and __truediv__ to work on all Python versions
94ecc95,2012-01-25 21:11:44,OpenCL implementation of virtual sites
832794f,2012-01-25 23:43:33,Tony's changes to fix errors on Windows
55081e2,2012-01-26 01:00:01,Tony's changes to error handling in the CUDA platform so it throws exceptions instead of calling exit()
274be98,2012-01-26 19:48:03,More fixes to compilation errors
2dd0931,2012-01-26 22:27:19,ForceField support TIP4P and TIP5P
fed5062,2012-01-27 19:41:12,Tony's optimizations to reduce local memory use
470c9b7,2012-01-27 23:40:16,Renamed math functions in Cuda kernels to single-precision equivalent [cos() -> cosf()]
12daada,2012-01-30 18:57:23,Fixed error in wrapping of arguments that are maps
a566a07,2012-01-31 00:07:41,Added index bounds checking to lots of methods
f30ddfa,2012-01-31 18:46:42,LocalEnergyMinimizer works with virtual sites
6299521,2012-01-31 19:06:23,Fixed bug when RPMDIntegrator uses more than 32 beads
df60bf0,2012-02-01 20:02:05,Use PDB 3.0 nomenclature for the Topology created by AmberPrmtopFile
deb5526,2012-02-02 00:35:23,Created Modeller class.  Two modeling methods are currently supported: deleteWater() and convertWater()
e2d8c16,2012-02-02 01:12:53,PdbFile and AmberInpcrdFile can return values as Numpy arrays
b593e03,2012-02-02 19:30:36,Replaced TIP4P with TIP4P-Ew
71ec749,2012-02-02 23:23:40,Take virtual sites into account when identifying molecules
de40426,2012-02-07 17:46:17,Removed debug code
15c272f,2012-02-08 18:32:05,Implemented addSolvent()
3836a29,2012-02-08 21:08:33,Correct reference
4ae53b5,2012-02-09 21:26:46,Added OPENMM_EXPORT to throwException() declaration for Windows builds
dfdf832,2012-02-10 00:48:21,Implementing addHydrogens()
d51a7a5,2012-02-10 00:58:33,Deleted file with wrong capitalization
cf7a8bc,2012-02-10 01:18:48,ApplyConstraintsKernel did not work correctly
34bd3ee,2012-02-10 01:23:02,Fixed bug applying constraints for CustomIntegrator
c7d32e9,2012-02-11 01:00:06,Handle alternate locations in PDB files correctly
c3ca5fc,2012-02-11 01:09:04,Finished implementing addHydrogens()
285a4d8,2012-02-11 01:10:03,LocalEnergyMinimizer does not move massless particles
d817b46,2012-02-13 19:03:58,Improved rounding behavior when computing the number of ions to add
8ecf9e3,2012-02-14 19:22:09,Created architecture for multiple time step integrators and completed reference implementation
85636c5,2012-02-14 20:48:14,Reduced unnecessary force evaluations with multiple time step integrators
9124720,2012-02-14 23:57:58,OpenCL implementation of multiple time step integrators
d6a744d,2012-02-15 00:15:46,Bug fix
bc157f0,2012-02-15 21:39:06,Bug fixes to adding constraints when loading AMBER files: compute constrained angles correctly  respect the rigidWater flag
663a8db,2012-02-16 21:14:36,Fixed bugs in adding solvent
18c9ba5,2012-02-16 23:03:12,CustomIntegrator computed energy incorrectly
4412050,2012-02-16 23:55:37,Support 4 and 5 site water when loading prmtop files
1878512,2012-02-17 19:56:18,Modeller supports SPC/E water
1595bb7,2012-02-18 00:34:21,getState() can specify which force groups to use
4cd3207,2012-02-18 01:48:53,Documentation updates for new featuers in 4.1
a73e613,2012-02-21 21:33:34,Fixed error in applying constraints
91eeb08,2012-02-22 18:36:35,Set default tolerance for mutual induced dipoles to 1.0e-2 -- the value recommended by Jay
6bfe2d8,2012-02-22 20:05:03,Added missing units for cases when temperature_factor is absent
dee35ab,2012-02-24 18:23:07,Reimplemented SETTLE velocity constraints with a different algorithm.  The old one produced incorrect results.
7b383c7,2012-02-24 19:33:01,Fixed bugs in CustomIntegrator  including incorrect examples of velocity verlet with constraints
d2a6f00,2012-02-25 00:23:51,Fixed Python wrapper for CustomIntegrator::getPerDofVariable()
0dd3291,2012-02-27 18:05:15,Allow boxSize argument to be a list or tuple instead of a Vec3
5d9219e,2012-02-28 18:31:54,Mike Garrahan's fix to bug 1594 (set and get not working on Fortran arrays)
caa4fc5,2012-02-28 19:52:40,Optimizations to SETTLE
366d10f,2012-02-28 21:04:19,API wrappers are marked as depending on the XSLT files that generate them (Mike Garrahan's patch to bug 1625).
7401af0,2012-02-28 21:23:37,Made test case slightly more tolerant  since SETTLE can introduce small velocity errors
1bcdd3e,2012-03-02 19:45:44,Bug fix
801c43e,2012-03-02 19:46:32,Throw exception if the box size is reduced to less than twice the cutoff
385c147,2012-03-02 21:45:57,Tony's patch to set number of work groups better on AMD processors
82159da,2012-03-05 20:31:30,Improved exception handling: catch any exception  not just OpenMMException
980280c,2012-03-06 19:14:22,Always update data structs used by local forces
6390929,2012-03-13 21:12:31,Fixed bug where tuples would sometimes turn into lists when changing their units
da9a354,2012-03-13 21:12:54,Fixed bug where tuples would sometimes turn into lists when changing their units
e59e15b,2012-03-13 21:13:27,Apply periodic boundary conditions when reporting coordinates
3eb4fe2,2012-03-13 21:14:07,Avoid writing numbers that are too large to fit in the allowed set of columns
60d2201,2012-03-14 19:57:03,Fixed a minor mistake in documentation
15f58f1,2012-03-14 19:57:18,Added missing return values
84b5dc7,2012-03-14 20:06:00,Removed an unused field
d2fbd46,2012-03-14 20:06:30,Inverse mass was initialized incorrectly
efd4a19,2012-03-14 20:54:38,Added missing virtual destructors
e62a6de,2012-03-14 21:22:34,Added missing return values
a5a7b90,2012-03-14 22:27:33,AMD support for 64 bit fixed point forces (currently disabled)
e852683,2012-03-14 22:58:26,Renamed files to avoid compilation errors on OS X Lion
94fe05c,2012-03-15 00:06:50,Eliminated having CMake run programs to check for CUDA and OpenCL compatible GPUs.  They mostly just caused problems.
1f17e08,2012-03-15 00:42:50,Attempting to fix an error caused by the workaround for a Mac AMD bug
c4e8dc2,2012-03-15 00:48:22,Fixed compilation warning
44608e1,2012-03-15 17:59:26,Fixed error in CMake file
ee30f30,2012-03-15 20:48:11,Python API can specify force groups when requesting a State
1dffa99,2012-03-15 20:49:37,NonbondedForce sometimes included energy terms that weren't appropriate to the specified force groups
064bb5e,2012-03-15 21:08:26,Fixed error on some platforms
73b4405,2012-03-16 00:06:28,NonbondedForce sometimes included energy terms that weren't appropriate to the specified force groups
420fac9,2012-03-16 22:41:05,Made constrained energy minimization hopefully more robust
761b4bb,2012-03-19 20:21:41,Variable time step integrators correctly report the size of the last step taken.  Also improved accuracy of integration unit tests.
5676676,2012-03-20 17:35:25,Tolerate round-off error when checking the box size against the cutoff distance
c91f4f2,2012-03-20 20:04:25,Implemented serialization of virtual sites
2304af5,2012-03-20 21:33:35,Changes to (maybe?) make CMake not look for Java if you aren't building C and Fortran wrappers
6f6bee3,2012-03-20 21:55:05,DCDReporter writes the current periodic box size rather than the original one
90007de,2012-03-21 23:38:46,Added option to RPMDIntegrator.getState() to specify force groups
a57facb,2012-03-21 23:40:40,Generate Python wrapper for RPMDIntegrator
6f92b9b,2012-03-22 22:31:23,Fixed capitalization of library name
b001c4e,2012-03-23 19:11:00,Fixed incorrect atom names
fc71bac,2012-03-23 21:49:33,Add bonds to Topology based on CONECT records in PDB file
ca9cf05,2012-03-26 17:45:58,An attempt at making references between plugins get resolved correctly on OS X
724e498,2012-03-26 23:13:39,Created StateDataReporter
dce2d42,2012-03-27 17:15:07,Added Christoph Klein's implementation of AMBER GB models as custom forces
5fd130f,2012-03-27 17:30:54,Support <Script> tag in force field files
b3f88f6,2012-03-27 17:43:36,Added license notice to Python files
33badc4,2012-03-28 00:32:16,Allow specifying solute and solvent dielectrics for GBSAOBCForce
5b5e2cb,2012-03-28 17:59:19,"Reciprocal space force group defaults to ""same as direct space force group"""
689fd4d,2012-03-28 18:00:36,All options for StateDataReporter default to False
b8bf8fb,2012-03-28 22:20:49,Lots of optimizations to creating systems from prmtop files
c876417,2012-03-30 13:10:27,Sign flipped on energy term
cf4c228,2012-03-30 20:41:48,Use Doxygen to generate API docs for Python.  This involved lots of changes both to Python API generation and to Doxygen doc generation.
aab7739,2012-03-30 22:11:27,Lots of improvements to Python API documentation
084b5c9,2012-04-02 21:47:30,Force grid(0 0 0) element to 0
1d043ff,2012-04-03 18:12:58,Lots of updates to documentation based on changes in 4.1.
c2fdf7f,2012-04-04 16:58:19,Excluded a few classes from the Python documentation
c56b975,2012-04-04 17:25:15,Cleaned up and reorganized docs directory
95aa482,2012-04-04 17:44:37,Updated which example files get installed
dea037c,2012-04-04 18:12:06,Bug fix
681ab7f,2012-04-04 19:37:22,Implement __copy__() and __deepcopy__() for Forces
cda5830,2012-04-05 03:52:57,successive over-relaxation factor changed from 0.70 to 0.55 (latest TINKER valueO fixed problem w/ storage of PME induced dipoles
4b623f7,2012-04-05 17:47:16,Updated documentation to specify CUDA 4.1.  Generated new PDFs of manuals.
50096c2,2012-04-05 17:54:36,Disable using AMD GPUs on OS X
baa4dcf,2012-04-05 21:04:15,Restructured examples directory to better match how it gets installed
bc6e8fa,2012-04-07 00:32:15,Updated version number to 4.1
19d92e1,2012-04-09 17:29:11,Tweaked the alignment of the atom name in PDB files
90a5e2d,2012-04-10 00:20:37,Fixed bug in CustomIntegrator computing global parameters
f5ccdb6,2012-04-11 13:09:30,Minor optimization
99b0f3b,2012-04-11 23:25:07,Changed linking instructions to avoid a crash on Linux
b3fe05e,2012-04-12 00:20:41,Tolerate errors uninstalling previous versions
be8774b,2012-04-13 18:53:50,The wrong path was being used for the OpenMM library
d407854,2012-04-15 11:45:52,Bug fix for cases where box is not cubic
de366ef,2012-04-20 17:37:09,Mike Garrahan's fix to the Fortran wrapper for getState()
ee1ec68,2012-04-21 00:33:10,Report density in g/mL
c9d7d1e,2012-04-23 17:30:30,Fixed bugs setting up nonbonded and GB forces
cb0b20f,2012-04-23 18:08:22,Set units correctly on Numpy arrays
4e480ff,2012-04-23 21:44:06,Added tapering function to AMOEBA vdw function  fixed issue w/ zeroing of vdw forces.
